,ds,y,unique_id
323,2013-12-01,195.621054471311,0
324,2014-01-01,197.66696024559602,0
325,2014-02-01,199.53196475625302,0
326,2014-03-01,200.87079875600799,0
327,2014-04-01,201.16576774920298,0
328,2014-05-01,201.144938407992,0
329,2014-06-01,201.305860688043,0
330,2014-07-01,201.31971060604099,0
331,2014-08-01,201.25660952315,0
332,2014-09-01,201.632926325792,0
333,2014-10-01,202.545731481326,0
334,2014-11-01,204.568774107607,0
335,2014-12-01,205.440109061763,0
336,2015-01-01,207.34118287083803,0
337,2015-02-01,208.21823854353298,0
338,2015-03-01,209.585396464898,0
339,2015-04-01,209.833694202441,0
340,2015-05-01,210.457151830425,0
341,2015-06-01,210.239034475127,0
342,2015-07-01,212.22779136397997,0
343,2015-08-01,213.42174839247602,0
344,2015-09-01,215.133771809346,0
345,2015-10-01,215.45796481194301,0
346,2015-11-01,217.352345117418,0
347,2015-12-01,220.06901574387402,0
348,2016-01-01,221.46050291290797,0
349,2016-02-01,221.031641712399,0
350,2016-03-01,221.98167095992298,0
351,2016-04-01,222.764431194515,0
352,2016-05-01,223.691094223457,0
353,2016-06-01,223.979142919128,0
354,2016-07-01,224.915235671091,0
355,2016-08-01,225.942748309358,0
356,2016-09-01,226.854744403903,0
357,2016-10-01,228.31832113702401,0
358,2016-11-01,230.299858473603,0
359,2016-12-01,232.028694578831,0
360,2017-01-01,233.871074763297,0
361,2017-02-01,235.106759783512,0
362,2017-03-01,235.686382746593,0
363,2017-04-01,236.850799756656,0
364,2017-05-01,238.138815739955,0
365,2017-06-01,239.748889900407,0
366,2017-07-01,240.90825561887002,0
367,2017-08-01,243.762156846842,0
368,2017-09-01,245.60370605723,0
369,2017-10-01,246.787114646866,0
370,2017-11-01,247.58465909374803,0
371,2017-12-01,249.47617086354697,0
372,2018-01-01,251.352678413093,0
373,2018-02-01,252.836346097618,0
374,2018-03-01,253.29885854717202,0
375,2018-04-01,254.40741824626,0
376,2018-05-01,254.681879455568,0
377,2018-06-01,255.79988900942502,0
378,2018-07-01,255.718124735149,0
379,2018-08-01,255.694592877783,0
380,2018-09-01,255.45395324164102,0
381,2018-10-01,255.86573292724097,0
382,2018-11-01,255.763197501099,0
383,2018-12-01,255.433931734012,0
384,2019-01-01,254.931962230119,0
385,2019-02-01,255.631494360136,0
386,2019-03-01,255.81613356282298,0
